transaction_id,customer_id,account_id,timestamp,amount,currency,transaction_type,channel,merchant_id,merchant_name,merchant_category,device_id,ip_address,city,state,country,latitude,longitude,is_fraud,fraud_type,new_device_flag,high_amount_flag,geo_anomaly_flag,velocity_flag
TXN-387460D98A87,CUST-C5D51A4F,ACC-AFF7F2FCC5,2026-06-27T14:43:58.649865+00:00,656.88,USD,PURCHASE,CARD,MER-30889C91,Thomas PLC,ENTERTAINMENT,DEV-4B4CB98F,30.107.43.175,New Tammie,NY,US,4.7025855,77.88579,0,NONE,0,0,0,0
TXN-2B2165625EB6,CUST-9DB58BD9,ACC-A3B66B17AF,2026-06-27T14:49:01.219105+00:00,307.31,USD,PAYMENT,MOBILE,MER-3855723F,"Wu, Henderson and Bradley",TRAVEL,DEV-52CADE26,214.250.187.127,Russellside,OR,US,-38.1481425,90.620834,0,NONE,0,0,0,0
TXN-6E87938097DA,CUST-E3FC58EE,ACC-AD3619475B,2026-06-27T14:49:13.094771+00:00,276.8,USD,PURCHASE,CARD,MER-A93949FC,Todd-Leonard,ENTERTAINMENT,DEV-00F28AB7,79.218.225.11,Spencerport,SD,US,-3.778135,31.749187,0,NONE,0,0,0,0
TXN-C6EC32E31CB2,CUST-5C90698D,ACC-533D845850,2026-06-27T14:49:43.614521+00:00,1674.49,USD,PURCHASE,CARD,MER-766BFC85,"Solis, Price and Hogan",GROCERY,DEV-FBE96D77,64.123.35.238,East Williammouth,OR,US,15.957005,45.256113,0,NONE,0,0,0,0
TXN-AB32152905A6,CUST-8B1A8BBF,ACC-DC159FF23D,2026-06-27T14:55:37.822696+00:00,419.33,USD,PAYMENT,ONLINE,MER-1C000E57,"Miller, Martin and Morgan",GROCERY,DEV-76E62222,198.85.172.139,Port Greggchester,MI,US,36.652124,-129.236772,0,NONE,0,0,0,0
TXN-DFF0284B6207,CUST-BD676F3F,ACC-4ADC4D9445,2026-06-27T14:58:59.697174+00:00,116.21,USD,TRANSFER,ONLINE,MER-ACFE195A,Black Group,HEALTHCARE,DEV-2B88EDAE,45.236.100.188,West Ashley,WA,US,49.96643,-27.250369,0,NONE,0,0,0,0
TXN-8528B8DBD53A,CUST-FBCB10F1,ACC-4BDC4FEC1E,2026-06-27T15:01:16.689222+00:00,57.92,USD,TRANSFER,ONLINE,MER-053E6F29,"Carlson, Vargas and Gallegos",HEALTHCARE,DEV-CF89227C,212.56.240.188,Bucharest,N/A,RO,44.4268,26.1025,1,GEOLOCATION_ANOMALY,0,0,1,0
TXN-F93D443C53DD,CUST-05C134B3,ACC-CDA59FAB94,2026-06-27T15:01:28.966074+00:00,1825.21,USD,PURCHASE,MOBILE,MER-CA1ECDB4,"Johnson, Harding and Anderson",HEALTHCARE,DEV-7833D3E8,197.255.12.190,Doughertychester,SC,US,66.921468,28.461902,0,NONE,0,0,0,0
TXN-AD34708D86EE,CUST-F3677C35,ACC-5EFC73DEF8,2026-06-27T15:02:04.239548+00:00,325.12,USD,PURCHASE,CARD,MER-31725E5E,Hernandez-Gardner,HEALTHCARE,DEV-D804EA89,152.138.113.180,Sandovalville,MI,US,-66.4379565,-148.668848,0,NONE,0,0,0,0
TXN-042BF10D5B0C,CUST-51029931,ACC-FD09618700,2026-06-27T15:08:05.841933+00:00,2238.94,USD,PURCHASE,CARD,MER-2CF262F2,Hammond-Martinez,RESTAURANT,DEV-3A835713,76.144.182.44,Vancefort,WV,US,54.1572815,-152.999498,0,NONE,0,0,0,0
TXN-B12BDC612EF0,CUST-4272B7F9,ACC-7D539EAA83,2026-06-27T15:21:01.143666+00:00,2424.43,USD,PURCHASE,MOBILE,MER-BE70ADA6,Jackson Inc,ELECTRONICS,DEV-40D95A5D,116.0.251.0,Garciachester,MP,US,28.114132,-50.632169,0,NONE,0,0,0,0
TXN-8CA0D0718A82,CUST-835C2A19,ACC-B3012BD0B8,2026-06-27T15:21:10.762921+00:00,1359.45,USD,PURCHASE,MOBILE,MER-9F8E17D5,Miller-Hunter,ENTERTAINMENT,DEV-9DC3B795,188.250.148.138,West Craigmouth,WV,US,79.2360025,-137.530171,0,NONE,0,0,0,0
TXN-A039B16F6D94,CUST-E6AED8E7,ACC-22F41D7DFC,2026-06-27T15:21:59.733677+00:00,179.55,USD,WITHDRAWAL,ATM,MER-81879F5A,Young-Roberts,ENTERTAINMENT,DEV-FDD2F21F,64.122.42.129,Fischermouth,AL,US,1.710326,101.813327,0,NONE,0,0,0,0
TXN-65C13501215E,CUST-1082BEBE,ACC-1DB4C3D4EE,2026-06-27T15:24:36.795718+00:00,2266.87,USD,WITHDRAWAL,ATM,MER-F48692B1,Gomez-Patel,RESTAURANT,DEV-EFC22773,96.68.186.169,Jacksonmouth,WA,US,-54.0879945,34.332097,0,NONE,0,0,0,0
TXN-4FE138E4D8DB,CUST-18DED113,ACC-41A2B724E3,2026-06-27T15:26:14.150680+00:00,2066.72,USD,TRANSFER,ONLINE,MER-5BA3608D,Long-Rodriguez,RETAIL,DEV-7151FF7C,169.0.225.249,Beckerland,CO,US,-41.74507,39.346205,0,NONE,0,0,0,0
TXN-D1700D8D506D,CUST-F4BEC821,ACC-9615055F38,2026-06-27T15:26:23.935765+00:00,393.58,USD,TRANSFER,ONLINE,MER-92310521,"Hill, Clements and Perez",ELECTRONICS,DEV-E2DFE111,222.199.180.71,Courtneyside,ME,US,37.070505,-150.988168,0,NONE,0,0,0,0
TXN-641C5B03E5F5,CUST-60F8EB9C,ACC-95CAD37A71,2026-06-27T15:27:28.712502+00:00,1310.0,USD,WITHDRAWAL,ATM,MER-F53A5FEE,Coleman Ltd,ELECTRONICS,DEV-8070A55F,207.12.174.198,West Mitchell,NY,US,42.360019,-46.80756,0,NONE,0,0,0,0
TXN-9764BACFBE6D,CUST-F98A8AD4,ACC-FDCB5683B1,2026-06-27T15:34:51.358975+00:00,1907.47,USD,WITHDRAWAL,ATM,MER-4734124F,Montoya-Daniels,TRAVEL,DEV-7E630C08,218.235.20.36,North Susanhaven,NV,US,5.727194,-116.178402,0,NONE,0,0,0,0
TXN-CBFBE5F5177D,CUST-3179A0E8,ACC-D59D1F1EB8,2026-06-27T15:46:51.618758+00:00,12095.99,USD,PAYMENT,MOBILE,MER-112AD039,Pruitt-Bell,ENTERTAINMENT,DEV-B1CE767B,201.63.26.217,South Kellyborough,AK,US,68.6468405,106.824127,1,HIGH_VALUE_FRAUD,0,1,0,0
TXN-14593EF7BE8A,CUST-F1A2F478,ACC-AC7961A365,2026-06-27T15:47:26.480766+00:00,185.97,USD,PURCHASE,CARD,MER-9F3F163D,Stanley Inc,GROCERY,DEV-FA55D75F,219.88.128.215,New Ivan,PW,US,12.1714035,162.565399,0,NONE,0,0,0,0
TXN-8C0AE1157CFC,CUST-FE7CF40C,ACC-FE504EC8D5,2026-06-27T15:48:53.759776+00:00,1513.79,USD,PAYMENT,MOBILE,MER-4122789E,Allen-Rosales,ENTERTAINMENT,DEV-148E3E39,129.68.247.33,West Courtneyside,VA,US,-5.245596,29.900622,0,NONE,0,0,0,0
TXN-6A35B8B25304,CUST-45BB39B7,ACC-A8F8B235B5,2026-06-27T15:49:20.551580+00:00,693.99,USD,WITHDRAWAL,ATM,MER-2607BF13,"Williams, Walker and Ramos",RESTAURANT,DEV-AED34CFE,16.84.76.155,Rileyshire,SD,US,52.1831535,75.127266,0,NONE,0,0,0,0
TXN-1F71C34AC8E7,CUST-C2590469,ACC-1AC56FD1AA,2026-06-27T15:49:25.547418+00:00,2286.1,USD,PURCHASE,CARD,MER-A6F5772A,Barnes and Sons,GROCERY,DEV-2929FE4D,218.135.231.191,Dorothytown,AZ,US,6.7329385,-27.195673,0,NONE,0,0,0,0
TXN-55E3F40A8269,CUST-1E5AE413,ACC-D5C19F2D5F,2026-06-27T15:49:44.833641+00:00,2376.38,USD,PURCHASE,MOBILE,MER-C9677651,Mitchell-Daugherty,TRAVEL,DEV-146CAD6E,145.164.53.196,South Davidborough,GA,US,19.5837105,45.388079,0,NONE,0,0,0,0
TXN-2E244C8F476F,CUST-204B30BD,ACC-0011E219C4,2026-06-27T15:55:46.774660+00:00,2334.2,USD,WITHDRAWAL,ATM,MER-FF872AD5,"Sandoval, Berry and Vazquez",RETAIL,DEV-46C240C4,211.6.90.169,West Holly,OR,US,80.9168055,-13.127721,0,NONE,0,0,0,0
TXN-727DC0387403,CUST-23D705E4,ACC-EC5121D788,2026-06-27T15:58:50.457763+00:00,2099.37,USD,PAYMENT,MOBILE,MER-8C1136BF,Hart and Sons,FUEL,DEV-6474507C,219.190.79.159,Stevensstad,RI,US,-72.465747,-62.54843,0,NONE,0,0,0,0
TXN-761721534D71,CUST-32D705D5,ACC-AAB0C76043,2026-06-27T16:02:16.245433+00:00,1561.22,USD,TRANSFER,ONLINE,MER-9D37CEF2,"Brewer, Hoffman and Lara",RETAIL,DEV-72148E28,141.54.197.71,West Shellyview,AR,US,-39.6794895,-58.762978,0,NONE,0,0,0,0
TXN-E5A19B3E9B41,CUST-E2B57ECD,ACC-565AEEA567,2026-06-27T16:03:53.930337+00:00,1982.62,USD,PAYMENT,MOBILE,MER-7949F68F,Byrd Group,RETAIL,DEV-B7038FC1,56.78.48.154,Velazquezborough,NE,US,13.5836765,-92.321495,0,NONE,0,0,0,0
TXN-5E9679F4FBF7,CUST-263D656C,ACC-939378DB9E,2026-06-27T16:05:58.681848+00:00,563.18,USD,PURCHASE,CARD,MER-376402A1,"Rush, Roberts and Ho",RESTAURANT,DEV-0C322B12,142.197.237.39,Lonniemouth,MD,US,-73.971844,72.083336,0,NONE,0,0,0,0
TXN-1DF0F5749D0D,CUST-FCBFC9B4,ACC-FC8B20FDC1,2026-06-27T16:18:11.640036+00:00,1828.97,USD,TRANSFER,MOBILE,MER-69DDD448,"Nelson, Cruz and George",ENTERTAINMENT,DEV-6A242845,190.35.73.65,Penaton,NH,US,-75.8569055,166.562822,0,NONE,0,0,0,0
TXN-D2302571E442,CUST-E5A753B5,ACC-86E7CE94B0,2026-06-27T16:19:43.465977+00:00,1220.47,USD,PURCHASE,CARD,MER-FCA20819,"Mejia, Cooley and Duarte",RETAIL,DEV-C315D31B,216.107.82.55,Jacksonburgh,NC,US,58.2906555,7.477045,0,NONE,0,0,0,0
TXN-4C6A974DC434,CUST-CF4B085B,ACC-1B0E0A3E94,2026-06-27T16:21:35.526386+00:00,2161.09,USD,PURCHASE,CARD,MER-DB6FDD35,"Williams, Berry and Hamilton",RESTAURANT,DEV-F63655BB,16.250.34.25,Boyerfurt,GU,US,-80.810695,136.691181,0,NONE,0,0,0,0
TXN-9DBA05B0FDBC,CUST-516D2DDD,ACC-A90B2547DF,2026-06-27T16:29:22.318496+00:00,1328.16,USD,TRANSFER,MOBILE,MER-881790DC,Crosby Ltd,ENTERTAINMENT,DEV-CE9C56BE,155.148.40.163,New Edward,TX,US,-86.3179075,-112.190755,0,NONE,0,0,0,0
TXN-5EC9560E8D1D,CUST-4F3FDB09,ACC-A9ADD56248,2026-06-27T16:34:08.963807+00:00,186.14,USD,TRANSFER,MOBILE,MER-27A741F0,Hayes-Page,RETAIL,DEV-0A7B77E5,181.161.113.90,Jamesland,MA,US,-82.140559,1.6402,0,NONE,0,0,0,0
TXN-01D9FA222F9A,CUST-45BD0333,ACC-78DB803FC5,2026-06-27T16:35:51.226419+00:00,1182.15,USD,PURCHASE,MOBILE,MER-F5EE8A8E,Lawson Group,HEALTHCARE,DEV-4B10D4CF,20.163.241.32,East Christine,LA,US,72.067635,17.808218,0,NONE,0,0,0,0
TXN-C364AC7CAF34,CUST-A7BBA380,ACC-5FF102FA7F,2026-06-27T16:40:14.336231+00:00,1579.23,USD,PAYMENT,ONLINE,MER-F5FCF905,Allen-Brown,FUEL,DEV-F9F3D344,11.19.173.216,West Edward,ID,US,-49.263471,-112.475487,0,NONE,0,0,0,0
TXN-59E05C275DAA,CUST-6F54AE66,ACC-9E81E14B4C,2026-06-27T16:41:54.707151+00:00,910.13,USD,PURCHASE,CARD,MER-0D4225B5,"Rocha, Atkinson and Stephens",TRAVEL,DEV-ABA1D653,175.200.233.145,Denisetown,AZ,US,-35.8681505,-17.412748,0,NONE,0,0,0,0
TXN-A8EEC579BEDB,CUST-DBF132C6,ACC-2B0C34272C,2026-06-27T16:48:09.271344+00:00,1751.97,USD,PURCHASE,MOBILE,MER-8AA42718,Velazquez-Gallegos,TRAVEL,DEV-E21611E6,163.158.127.206,Morganland,MI,US,13.1843935,106.664104,0,NONE,0,0,0,0
TXN-B877DA13ECDC,CUST-02BD1971,ACC-E230F2B2D1,2026-06-27T16:50:35.573688+00:00,993.03,USD,TRANSFER,MOBILE,MER-EFC939E0,"Johnson, Martin and Brock",ENTERTAINMENT,DEV-0014E6EC,174.245.165.49,West Rebecca,LA,US,82.196048,179.29601,0,NONE,0,0,0,0
TXN-987E329B35F5,CUST-ECE22CF8,ACC-33C6E98A1E,2026-06-27T16:52:31.873199+00:00,491.64,USD,WITHDRAWAL,ATM,MER-13000D1F,"Bender, Oliver and Patterson",FUEL,DEV-48EBBFE9,26.45.154.211,East Craigchester,LA,US,73.618941,17.371021,0,NONE,0,0,0,0
TXN-6DCCDAF459D0,CUST-DB6E8F93,ACC-132F91E549,2026-06-27T16:54:33.510915+00:00,2205.1,USD,PAYMENT,ONLINE,MER-7B01BC2D,Howard-Bond,RETAIL,DEV-954357ED,95.229.125.103,Brettville,IA,US,53.2157555,53.34379,0,NONE,0,0,0,0
TXN-9096C1B63010,CUST-DCB6C5A4,ACC-DB775910FD,2026-06-27T16:57:25.879801+00:00,1375.91,USD,WITHDRAWAL,ATM,MER-BB35A663,Holmes-Chapman,GROCERY,DEV-ECA1B66A,74.77.132.119,Paulton,NJ,US,-28.010691,-153.151545,0,NONE,0,0,0,0
TXN-A76A0A80D26F,CUST-589A2A78,ACC-B3F45D79AD,2026-06-27T17:02:07.452250+00:00,1805.45,USD,PAYMENT,MOBILE,MER-E801C238,Zimmerman Ltd,FUEL,DEV-A31A7D2D,200.76.61.164,North Christian,IL,US,4.7759275,-41.065869,0,NONE,0,0,0,0
TXN-9FCEEA6385FB,CUST-A2A995FD,ACC-D6E1014370,2026-06-27T17:02:35.309728+00:00,1311.86,USD,PURCHASE,CARD,MER-CAFCF6B2,Waters PLC,ENTERTAINMENT,DEV-7DD895AD,162.37.101.10,Port Richard,IL,US,-65.4028545,166.563662,0,NONE,0,0,0,0
TXN-A72FF80F31CA,CUST-49D196D6,ACC-56B636CADF,2026-06-27T17:03:09.000808+00:00,2059.51,USD,WITHDRAWAL,ATM,MER-184F4F08,"Mitchell, Horn and Butler",ENTERTAINMENT,DEV-F976C092,37.67.43.123,Maureenshire,ND,US,-69.007384,32.797349,0,NONE,0,0,0,0
TXN-25BE129492E4,CUST-30ED4DF9,ACC-4F4D43B5C4,2026-06-27T17:03:57.485715+00:00,726.0,USD,PURCHASE,CARD,MER-279C8859,"Ross, Chan and Mora",HEALTHCARE,DEV-73445EC2,223.93.235.210,Lake Paul,AK,US,-12.889584,31.424391,0,NONE,0,0,0,0
TXN-E8038BE1CAE5,CUST-23BC0459,ACC-1BDD381D38,2026-06-27T17:13:10.088102+00:00,2121.75,USD,PURCHASE,MOBILE,MER-E20E55CF,"Martinez, Hernandez and Lowe",HEALTHCARE,DEV-B4A27E89,96.179.50.117,Elizabethborough,SD,US,72.251886,73.601253,0,NONE,0,0,0,0
TXN-EC7AE6CC4C39,CUST-D1CE00B3,ACC-FBC6BE9058,2026-06-27T17:16:59.342161+00:00,748.75,USD,TRANSFER,ONLINE,MER-3B9A032E,Clarke and Sons,GROCERY,DEV-F1A75E22,185.157.91.75,West Sean,CA,US,-24.8450915,-161.378339,0,NONE,0,0,0,0
TXN-BDC7EEB0411E,CUST-8D460C5D,ACC-D711B11B06,2026-06-27T17:20:36.743600+00:00,1271.89,USD,PURCHASE,CARD,MER-A6ED4CF3,"Garcia, Townsend and Silva",ELECTRONICS,DEV-B78871E1,126.231.80.3,Matthewmouth,SC,US,34.0686055,-16.949983,0,NONE,0,0,0,0
TXN-AF9C8188B186,CUST-88410A30,ACC-444A7187FC,2026-06-27T17:20:38.340166+00:00,395.68,USD,PURCHASE,CARD,MER-65E5CD7A,"Gutierrez, Perry and Merritt",TRAVEL,DEV-B90F5ACE,201.140.248.172,Brandonville,MS,US,-0.6180975,171.774968,0,NONE,0,0,0,0
TXN-F3B04C0D361F,CUST-8CF80A0C,ACC-DB4717F1AF,2026-06-27T17:26:24.132363+00:00,905.54,USD,PURCHASE,ONLINE,MER-015E6CC0,"Armstrong, Reed and Mendez",GROCERY,DEV-F116D977,31.106.38.99,New Timothy,DE,US,-72.198353,-62.727938,0,NONE,0,0,0,0
TXN-4DDC67BE0861,CUST-F92C4CAA,ACC-FA7CBF3DA3,2026-06-27T17:27:03.669845+00:00,611.5,USD,PURCHASE,ONLINE,MER-954AA4F3,"Walton, Allison and Jones",HEALTHCARE,DEV-2BE2B27F,198.96.157.135,Lake Michael,HI,US,57.2282855,-46.249433,0,NONE,0,0,0,0
